322974,11916
498888,0
2451577,20000
7394334,5000
0,0
13148533,169500
3960609,0
3444237,5300
1239547,35000
136811,427
735412,0
586773,0
4429125,157407
15308783,656642
7475188,102200
4485839,46300
4488680,38833
290002,3021
1084763,0
206300,7850
181905,1000
412402,37191
11933273,601524
